,4b. close (USD),5. volume,6. market cap (USD)
2020-12-22,33.51510000,3563635.67300000,3563635.67300000
2020-12-21,32.05000000,4558115.88000000,4558115.88000000
2020-12-20,34.31480000,4477498.81800000,4477498.81800000
2020-12-19,33.31670000,4117460.29300000,4117460.29300000
2020-12-18,30.98820000,2045326.34300000,2045326.34300000
2020-12-17,30.22550000,3274786.13100000,3274786.13100000
2020-12-16,30.55770000,2161816.84200000,2161816.84200000
2020-12-15,29.50530000,1624791.81400000,1624791.81400000
2020-12-14,30.03380000,2028334.08800000,2028334.08800000
2020-12-13,29.15710000,1639495.81600000,1639495.81600000
2020-12-12,28.16030000,1293965.51800000,1293965.51800000
2020-12-11,27.34190000,1244803.11200000,1244803.11200000
2020-12-10,27.69260000,1344683.62700000,1344683.62700000
2020-12-09,28.14520000,1635344.18100000,1635344.18100000
2020-12-08,27.67050000,1844102.05600000,1844102.05600000
2020-12-07,29.37000000,1219543.16600000,1219543.16600000
2020-12-06,29.50260000,1330813.89900000,1330813.89900000
2020-12-05,29.72800000,1836870.14700000,1836870.14700000
2020-12-04,29.02310000,2064574.44500000,2064574.44500000
2020-12-03,30.70650000,1924462.46600000,1924462.46600000
2020-12-02,30.28750000,2360296.30800000,2360296.30800000
2020-12-01,30.19960000,3139022.08300000,3139022.08300000
2020-11-30,31.49350000,2978036.22900000,2978036.22900000
2020-11-29,30.10450000,2857702.30100000,2857702.30100000
2020-11-28,29.17660000,2636652.59400000,2636652.59400000
2020-11-27,28.46060000,2317359.79500000,2317359.79500000
2020-11-26,28.23560000,6241853.01300000,6241853.01300000
2020-11-25,31.29530000,4589237.08200000,4589237.08200000
2020-11-24,33.94070000,7296367.36900000,7296367.36900000
2020-11-23,30.99500000,2920522.88700000,2920522.88700000
2020-11-22,30.02260000,2842370.78300000,2842370.78300000
2020-11-21,30.51610000,3160335.47200000,3160335.47200000
2020-11-20,28.97150000,2491336.07900000,2491336.07900000
2020-11-19,28.13870000,2011350.33700000,2011350.33700000
2020-11-18,28.09310000,2220839.93100000,2220839.93100000
2020-11-17,28.55520000,2243647.20500000,2243647.20500000
2020-11-16,27.94510000,1685368.83500000,1685368.83500000
